web-scraper-order,web-scraper-start-url,handle,name,content,replies,retweets,favorites,unix_timestamp,published_date,url,Unnamed: 11,month,Sentiment
1556501460-17816,https://twitter.com/search?l=&q=immigration%20since%3A2018-10-25%20until%3A2018-10-29&src=typd&lang=en,@smartdissent,SmartDissent.com,#SmartDissent is a database of actions by #Trump & @GOP sorted by topic. We have pages on #Education #Healthcare #Immigration #Environment #WomensRights #ForeignPolicy #Economy #Justice and more. It is vital to stay informed and engaged. http://smartdissent.com  #BlueWavepic.twitter.com/WIyxqbY5jg,1,12,23,1540687203000,5:40 PM - 27 Oct 2018,/smartdissent/status/1056344810704064514,,October,positive
1556501460-18055,https://twitter.com/search?l=&q=immigration%20since%3A2018-10-25%20until%3A2018-10-29&src=typd&lang=en,@Sleutert,Stephanie Leutert,"The border doesn't need 800 troops, it needs 800 immigration lawyers / judges to process backlogged asylum claims

https://www.usatoday.com/story/news/politics/2018/10/25/donald-trump-migrant-caravan-military-troops-mexico-border/1762704002/ …",12,154,435,1540564408000,7:33 AM - 26 Oct 2018,/Sleutert/status/1055829769324056576,,October,neutral
1556501460-18315,https://twitter.com/search?l=&q=immigration%20since%3A2018-10-25%20until%3A2018-10-29&src=typd&lang=en,@ItsAbout1A2A,Miminana - Proud Nationalist!  🇺🇸,"TRUTH ALERT! 
Trump expressed his belief about how to solve the immigration crisis: not by conquering countries or accepting all migrants, but by ""helpin people build more hopeful futures in their home countries. Make their countries great again.""

https://townhall.com/columnists/jackiegingrichcushman/2018/10/25/exceptionalism-is-a-good-thing-n2531653 …",,36,33,1540473208000,6:13 AM - 25 Oct 2018,/ItsAbout1A2A/status/1055447250791481344,,October,positive
1556501460-17689,https://twitter.com/search?l=&q=immigration%20since%3A2018-10-25%20until%3A2018-10-29&src=typd&lang=en,@lilah_sturges,Lilah Sturges,"The 1860 Republican platform included freedom of immigration into the United States. You wanna head back to Lincoln's time, go for it. https://twitter.com/DineshDSouza/status/1056516965848760320 …",,2,13,1540765300000,3:21 PM - 28 Oct 2018,/lilah_sturges/status/1056672371539611650,,October,neutral
1556501460-18213,https://twitter.com/search?l=&q=immigration%20since%3A2018-10-25%20until%3A2018-10-29&src=typd&lang=en,@RepAndyBiggsAZ,Rep Andy Biggs,"Today, I discussed the caravan coming towards our southern border. Both the U.S. & Mexico need to enforce their immigration laws. We must keep our promise to build the wall and secure the border. Watch the interview with @HARRISFAULKNER on @OutnumberedOThttps://www.youtube.com/watch?v=uIAs3WWF4Dg&feature=youtu.be …",24,40,179,1540501771000,2:09 PM - 25 Oct 2018,/RepAndyBiggsAZ/status/1055567051836801024,,October,positive
1556501460-18001,https://twitter.com/search?l=&q=immigration%20since%3A2018-10-25%20until%3A2018-10-29&src=typd&lang=en,@SeanMcElwee,we’re going to pass AVR  🍉 🍉,"We asked Democrats to allocate 100 points across 15 policy priorities. 
Top issues:
Medicare for All
Gun control
Impeachment
Immigration reform
Green jobs.
https://wthh.dataforprogress.org/the-blue-wave-agenda/2018/10/26/what-the-base-wants …pic.twitter.com/7EWxJvCdcZ",58,75,295,1540581333000,12:15 PM - 26 Oct 2018,/SeanMcElwee/status/1055900758393143298,,October,positive
1556501460-18338,https://twitter.com/search?l=&q=immigration%20since%3A2018-10-25%20until%3A2018-10-29&src=typd&lang=en,@guardian,The Guardian,Australian senator who called for 'final solution' to immigration expelled from party https://trib.al/rzYzTcX,6,34,75,1540460407000,2:40 AM - 25 Oct 2018,/guardian/status/1055393559510220800,,October,neutral
1556501460-17946,https://twitter.com/search?l=&q=immigration%20since%3A2018-10-25%20until%3A2018-10-29&src=typd&lang=en,@fraser_anning,Senator Fraser Anning,"I never asked to join KAP. Bob and the other senior party members repeatedly asked me to do so and I only agreed on the grounds that I was able to speak out on immigration, the United Nations, stopping foreign aid and the persecuted White South Africans.",18,46,186,1540613682000,9:14 PM - 26 Oct 2018,/fraser_anning/status/1056036441434669056,,October,positive
1556501460-18306,https://twitter.com/search?l=&q=immigration%20since%3A2018-10-25%20until%3A2018-10-29&src=typd&lang=en,@HealthyLDN,HealthyLDN,"Simon Stevens says we need to thank & re-assure our NHS staff, to expand the number of training places, and we need our immigration policy to reflect the diverse workforce that our health and care systems have benefitted from #HealthyLDN #WeAreLDNpic.twitter.com/IeivcMIgO1",1,13,28,1540475731000,6:55 AM - 25 Oct 2018,/HealthyLDN/status/1055457833452486658,,October,neutral
1556501460-18103,https://twitter.com/search?l=&q=immigration%20since%3A2018-10-25%20until%3A2018-10-29&src=typd&lang=en,@crampell,Catherine Rampell,"Taxes, immigration, now healthcare: Republicans have mischaracterized or outright lied about just about every major policy on their agenda. 
The question is why. If they genuinely believe their policies are correct, why not defend them on the merits? https://www.washingtonpost.com/opinions/republicans-are-mischaracterizing-nearly-all-their-major-policies-why/2018/10/25/138dff92-d891-11e8-a10f-b51546b10756_story.html …",40,279,463,1540553907000,4:38 AM - 26 Oct 2018,/crampell/status/1055785727924035584,,October,positive
1556501460-17939,https://twitter.com/search?l=&q=immigration%20since%3A2018-10-25%20until%3A2018-10-29&src=typd&lang=en,@RealJack,Jack Murphy,"I personally (& of course with a little bias) think it’s a damn good story. The current caravan and all our illegal immigration is a total disgrace.

My great grandmother, who lived a life nobody should ever have to endure just passed away. I’d like to do a video in honor of her.",21,71,396,1540617392000,10:16 PM - 26 Oct 2018,/RealJack/status/1056052002977910784,,October,positive
1556501460-18108,https://twitter.com/search?l=&q=immigration%20since%3A2018-10-25%20until%3A2018-10-29&src=typd&lang=en,@LeaveEUOfficial,Leave.EU,"Trump backs Italian government ""100%"" for their hard line on illegal immigration. The wind is changing in Western politics in favour of nation state democracy. Long may it continue! 

Support us at http://www.leave.eu/get-involved https://www.westmonster.com/trump-praises-italian-government-for-very-hard-line-illegal-immigration/ …",34,394,933,1540550714000,3:45 AM - 26 Oct 2018,/LeaveEUOfficial/status/1055772332684443648,,October,negative
1556501460-17798,https://twitter.com/search?l=&q=immigration%20since%3A2018-10-25%20until%3A2018-10-29&src=typd&lang=en,@canderlodge,Chris Anderson,"What a load of rubbish. National had increased revenue from GST, tourism, dairy, asset sales & immigration. They wasted money on a Saudi farm, flag, junk carbon credits, Rio Tinto, Dubai pavilion, Nova pay etc etc etc they were fiscally incompetent. Do your homework @NewshubNZ",4,21,89,1540698811000,8:53 PM - 27 Oct 2018,/canderlodge/status/1056393500017577984,,October,negative
1556501460-18061,https://twitter.com/search?l=&q=immigration%20since%3A2018-10-25%20until%3A2018-10-29&src=typd&lang=en,@TNGOP,TNGOP,"SHOT: @WKRN ""Authorities: MS-13 gang embedded in Middle Tennessee"" https://www.wkrn.com/news/authorities-ms-13-gang-embedded-in-middle-tennessee/1550699443?utm_medium=social&utm_source=facebook_WKRN-TV_Nashville …

CHASER: Phil Bredesen doesn't believe immigration is ""a top issue"" https://www.politico.com/story/2018/08/22/bredesen-tennessee-senate-blackburn-791269 … #TNSen",7,18,20,1540563703000,7:21 AM - 26 Oct 2018,/TNGOP/status/1055826815456079873,,October,positive
1556501460-17687,https://twitter.com/search?l=&q=immigration%20since%3A2018-10-25%20until%3A2018-10-29&src=typd&lang=en,@CatherineLugg,Catherine Lugg,"I spent a sabbatical leave first in Toronto and Ottawa, then Edmonton. I adored all 3 cities. In fact, in Edmonton, I went an entire 5 weeks without seeing a single police officer except at immigration, when it was a RCMP working to check on me. Peace, Order, and Good Government1",,3,31,1540765509000,3:25 PM - 28 Oct 2018,/CatherineLugg/status/1056673249185144834,,October,positive
1556501460-18254,https://twitter.com/search?l=&q=immigration%20since%3A2018-10-25%20until%3A2018-10-29&src=typd&lang=en,@HBO,HBO,"Daniel Sawka’s feature debut explores the grim realities of a 12-year-old boy caught in the current U.S. immigration system.

#HBOFILMS presents #IceboxHBO Friday, December 7.pic.twitter.com/SOvwoHdULS",2,23,74,1540490402000,11:00 AM - 25 Oct 2018,/HBO/status/1055519365674586112,,October,negative
1556501460-17854,https://twitter.com/search?l=&q=immigration%20since%3A2018-10-25%20until%3A2018-10-29&src=typd&lang=en,@factcheckdotorg,FactCheck.org,"We reviewed 7 speeches President Trump gave over the course of 12 days, and wrote about nearly two dozen false and misleading claims. Here's our series of stories on key issues Trump addressed at his rallies: immigration, health care and the economy. http://ow.ly/9rf030moo8A pic.twitter.com/XmZx46uIom",5,61,42,1540666505000,11:55 AM - 27 Oct 2018,/factcheckdotorg/status/1056257995951222785,,October,negative
1556501460-17944,https://twitter.com/search?l=&q=immigration%20since%3A2018-10-25%20until%3A2018-10-29&src=typd&lang=en,@DirkSchwenk,Dirk Schwenk,"WE WANT SAFETY IN THE STREETS AND AN ORDERLY SYSTEM OF IMMIGRATION.  This takes complicated, non-slogan efforts to develop a system that allows people in legally; takes care of farmers that need temporary workers; and integrates what is now a vast black market economy.",2,14,151,1540614506000,9:28 PM - 26 Oct 2018,/DirkSchwenk/status/1056039895465160709,,October,negative
1556501460-18023,https://twitter.com/search?l=&q=immigration%20since%3A2018-10-25%20until%3A2018-10-29&src=typd&lang=en,@AOC,Alexandria Ocasio-Cortez,"Are journalists who actually cover immigration even writing these stories? These are serious errors w/ major implications.

Repeating Trump’s rhetoric without fact-check is completely irresponsible, especially in a time of rising white supremacist violence.
cc: @JuliaEAinsleyhttps://twitter.com/TheToddSchulte/status/1055664993557979136 …",204,628,1.9K,1540573225000,10:00 AM - 26 Oct 2018,/AOC/status/1055866752050122760,,October,negative
1556501460-18036,https://twitter.com/search?l=&q=immigration%20since%3A2018-10-25%20until%3A2018-10-29&src=typd&lang=en,@markpalexander,Mark Alexander,"I think Remainers and Leave voters want the same things. 
1 - A prosperous UK
2 - A strong NHS
3 - A sensible immigration policy.

The problem is that Brexit and the framing of the issues around Brexit doesn't deliver any of them.

What to do?",52,229,665,1540569671000,9:01 AM - 26 Oct 2018,/markpalexander/status/1055851844499619841,,October,positive
1556501460-18366,https://twitter.com/search?l=&q=immigration%20since%3A2018-10-25%20until%3A2018-10-29&src=typd&lang=en,@spindlypete,sweet cicely  🌱,i understand that you're trying to point out some cognitive dissonance on the part of racist white people who depend on migrant labor but oppose immigration but imagine how you'd feel reading this as an immigrant or child of immigrants. it makes them seem almost subhuman.,10,4,165,1540439566000,8:52 PM - 24 Oct 2018,/spindlypete/status/1055306144447574016,,October,neutral
1556501460-17842,https://twitter.com/search?l=&q=immigration%20since%3A2018-10-25%20until%3A2018-10-29&src=typd&lang=en,@jasonintrator,Jason Stanley,"It’s exceedingly difficult to remove anti-Semitism from the social meaning of words like “globalist”. That’s anti-Semitic vocabulary. The idea that people can talk about “globalists” encouraging lax immigration laws, without increasing anti-Semitism, is fantasy.",22,182,529,1540670631000,1:03 PM - 27 Oct 2018,/jasonintrator/status/1056275303675322368,,October,negative
1556501460-17651,https://twitter.com/search?l=&q=immigration%20since%3A2018-10-25%20until%3A2018-10-29&src=typd&lang=en,@shada62,sharon davis,New episode of #TheMonthlyHour out today. Immigration dept whistleblower speaks out. Subscribe and rate.,1,5,10,1540760682000,2:04 PM - 28 Oct 2018,/shada62/status/1056653005074788352,,October,positive
1556501460-18307,https://twitter.com/search?l=&q=immigration%20since%3A2018-10-25%20until%3A2018-10-29&src=typd&lang=en,@davidfrum,David Frum,The German party system is disintegrating as immigration emerges as Issue 1 https://www.project-syndicate.org/commentary/end-of-german-two-party-rule-by-slawomir-sierakowski-2018-10 …,19,30,47,1540474857000,6:40 AM - 25 Oct 2018,/davidfrum/status/1055454169253871617,,October,neutral
1556501460-17899,https://twitter.com/search?l=&q=immigration%20since%3A2018-10-25%20until%3A2018-10-29&src=typd&lang=en,@Reuters,Reuters Top News,"From ad campaigns to social media, here’s how Republicans are using immigration to scare voters to the polls: https://reut.rs/2D5SYFN pic.twitter.com/AKsjHXIguY",56,92,63,1540647420000,6:37 AM - 27 Oct 2018,/Reuters/status/1056177948045172738,,October,positive
1556501460-17750,https://twitter.com/search?l=&q=immigration%20since%3A2018-10-25%20until%3A2018-10-29&src=typd&lang=en,@RefugeeWatcher,Ann Corcoran  🇺🇸,"What you need to know about HIAS and their funding. #PittsburghSynagogue 

Of all nine refugee contractors working for @StatePRM they have been the most politically aggressive in opposition to @POTUS immigration policy. All of it, not just about refugees.

https://refugeeresettlementwatch.wordpress.com/2018/10/28/pennsylvania-synagogue-killer-was-angry-about-the-hebrew-immigrant-aid-society/ …pic.twitter.com/kWFE7ct6Ch",28,159,200,1540737166000,7:32 AM - 28 Oct 2018,/RefugeeWatcher/status/1056554372434399233,,October,positive
1556501460-18241,https://twitter.com/search?l=&q=immigration%20since%3A2018-10-25%20until%3A2018-10-29&src=typd&lang=en,@splcenter,Southern Poverty Law Center,Migrants fleeing violence are not a threat to our national security. Individuals who are fleeing violence and persecution in their home countries have the right to present themselves to U.S. immigration authorities to seek asylum. https://bit.ly/2ELAADR,26,199,332,1540494043000,12:00 PM - 25 Oct 2018,/splcenter/status/1055534638679121920,,October,positive
1556501460-18010,https://twitter.com/search?l=&q=immigration%20since%3A2018-10-25%20until%3A2018-10-29&src=typd&lang=en,@Freeyourmindkid,🇹🇹Black 🇭🇹Aziz 🇳🇬aNANsi 🇯🇲,"8. Many of an ethnic cleansing and genocide. I mean hell, we are already going through ethnic cleansing if you want to count Trump's immigration reforms and mass deportation. But what I'm telling y'all is to stay woke. You can't compromise with these people and there is no",12,625,3.0K,1540577585000,11:13 AM - 26 Oct 2018,/Freeyourmindkid/status/1055885041304289280,,October,positive
1556501460-18018,https://twitter.com/search?l=&q=immigration%20since%3A2018-10-25%20until%3A2018-10-29&src=typd&lang=en,@ACLUTx,ACLU of Texas,"ATTENTION @GreyhoundBus Riders: If immigration agents board your bus or are patrolling a bus station, you have the right to:

✓ Remain silent
✓ Refuse a search
✓ Record video

#TransportationNotDeportationpic.twitter.com/veZRL7LvS2",3,40,31,1540575315000,10:35 AM - 26 Oct 2018,/ACLUTx/status/1055875517830873088,,October,positive
1556501460-17693,https://twitter.com/search?l=&q=immigration%20since%3A2018-10-25%20until%3A2018-10-29&src=typd&lang=en,@newrepublic,The New Republic,"Trump may berate the Mexican police for not doing more to ""stop"" migrant ""caravans"" at the border, but in fact Mexico has been heavily militarized against immigration for years—with U.S. funding. http://bit.ly/2Sh2aMa pic.twitter.com/ZJoGLNPD3S",,5,4,1540764023000,3:00 PM - 28 Oct 2018,/newrepublic/status/1056667018018070530,,October,positive
1556501460-18189,https://twitter.com/search?l=&q=immigration%20since%3A2018-10-25%20until%3A2018-10-29&src=typd&lang=en,@amjoyshow,AM Joy w/Joy Reid,"Weeks away from the midterm elections, #Trump is spreading false claims about immigration, trade and health care http://www.newsweek.com/donald-trump-biggest-lies-ahead-2018-midterm-elections-1186206 …",72,259,383,1540509120000,4:12 PM - 25 Oct 2018,/amjoyshow/status/1055597875902603264,,October,negative
1556501460-18166,https://twitter.com/search?l=&q=immigration%20since%3A2018-10-25%20until%3A2018-10-29&src=typd&lang=en,@KokeReport,KOKE REPORT,".@madisongesiotto: ""Our immigration system has been broken for decades. Congress has done nothing about it and that's why we're faced with issues like this."" pic.twitter.com/BUBQNnBCoN",4,20,133,1540517891000,6:38 PM - 25 Oct 2018,/KokeReport/status/1055634666840121344,,October,negative
1556501460-18107,https://twitter.com/search?l=&q=immigration%20since%3A2018-10-25%20until%3A2018-10-29&src=typd&lang=en,@hirschA8720,🚧 Build the Wall  🏗️  🌟 🌟 🌟 Trump 2020,"Experts answer questions about the migrant caravan and the U.S. response

Border security is only as good as enforcement that backs it up.

Only when U.S. laws are well enforced will they deter more illegal immigration.

https://dailysign.al/2qbWrui  via @dr_inserra @DailySignal",2,67,52,1540551061000,3:51 AM - 26 Oct 2018,/hirschA8720/status/1055773788787392514,,October,positive
1556501460-17964,https://twitter.com/search?l=&q=immigration%20since%3A2018-10-25%20until%3A2018-10-29&src=typd&lang=en,@conserv_tribune,Conservative Tribune,"The issue isn't that every immigrant or even every illegal is a bad person. The issue is that some are, and we can't know who's who if no one's watching who's coming in or out. If serious immigration regulations were in place, this girl's life might have… https://www.westernjournal.com/ct/daca-man-sentenced-35-years-little-girl-found-covered-feces-bound-closet/?utm_source=twitter&utm_medium=conserv_tribune&utm_campaign=dlvrit&utm_content=2018-10-26 …",2,27,31,1540600864000,5:41 PM - 26 Oct 2018,/conserv_tribune/status/1055982676811730944,,October,negative
1556501460-18162,https://twitter.com/search?l=&q=immigration%20since%3A2018-10-25%20until%3A2018-10-29&src=typd&lang=en,@MaddowBlog,Maddow Blog,"""The plan appeared meant as much to generate headlines to appeal to his anti-immigrant base and fuel outrage among Democrats and immigrant advocates ... as it was to have a practical effect on immigration.""
https://www.nytimes.com/2018/10/25/us/politics/trump-army-border-mexico.html …",49,337,396,1540519116000,6:58 PM - 25 Oct 2018,/MaddowBlog/status/1055639801406328832,,October,negative
1556501460-18100,https://twitter.com/search?l=&q=immigration%20since%3A2018-10-25%20until%3A2018-10-29&src=typd&lang=en,@NickMiroff,Nick Miroff,"Clockwork: “During the final stretch of every campaign since his presidential effort began in 2015, Trump has always returned to the topic of immigration, launching an angry, nativist appeal at his core supporters” via ⁦@jdawsey1⁩ ⁦@mviser⁩  https://www.washingtonpost.com/politics/in-the-closing-days-of-the-election-trump-turns-to-his-favorite-weapon-immigration/2018/10/25/7c42fa44-d79f-11e8-83a2-d1c3da28d6b6_story.html …",8,56,81,1540554016000,4:40 AM - 26 Oct 2018,/NickMiroff/status/1055786182695665664,,October,negative
1556501460-18126,https://twitter.com/search?l=&q=immigration%20since%3A2018-10-25%20until%3A2018-10-29&src=typd&lang=en,@TristanCorkPost,Tristan Cork BLive,"BREAKING: People in Easton, Bristol spent the night on the streets physically refusing to let immigration officials & police take their neighbour away.
https://www.bristolpost.co.uk/news/bristol-news/overnight-standoff-immigration-officers-sees-2148901 …",4,28,51,1540544128000,1:55 AM - 26 Oct 2018,/TristanCorkPost/status/1055744711791665152,,October,negative
1556501460-18386,https://twitter.com/search?l=&q=immigration%20since%3A2018-10-25%20until%3A2018-10-29&src=typd&lang=en,@RedNationRising,Red Nation Rising,"""Republicans know that the rule of law is essential to national sovereignty, and we know that immigration enforcement is important to public safety, national security, and the protection of American jobs, wages, and public benefits."" -DJT | #RedNationRising",1,22,58,1540427911000,5:38 PM - 24 Oct 2018,/RedNationRising/status/1055257261415825408,,October,positive
1556501460-18190,https://twitter.com/search?l=&q=immigration%20since%3A2018-10-25%20until%3A2018-10-29&src=typd&lang=en,@JustinTraver3,Justice Time,"@SaraCarterDC has Secret Service protection.  Q has her ear. She's not there on her own volition... this JW is to educate the public about the truth of illegal immigration/open Borders. 
 https://twitter.com/JudicialWatch/status/1055548120443039747?s=20 …",2,25,21,1540508961000,4:09 PM - 25 Oct 2018,/JustinTraver3/status/1055597208349827072,,October,negative
1556501460-18135,https://twitter.com/search?l=&q=immigration%20since%3A2018-10-25%20until%3A2018-10-29&src=typd&lang=en,@SkyNewsAust,Sky News Australia,".@GideonCRozner on migrants coming into the US via the southern border: In order for an immigrant society to work there has to be faith in the immigration system. There has to be a level of control.

MORE: https://bit.ly/2M418i1  #thefridayshowpic.twitter.com/yf3fnDgVDQ",2,11,42,1540532300000,10:38 PM - 25 Oct 2018,/SkyNewsAust/status/1055695099512803329,,October,positive
1556501460-17876,https://twitter.com/search?l=&q=immigration%20since%3A2018-10-25%20until%3A2018-10-29&src=typd&lang=en,@FDRLST,The Federalist,"I'm An Immigrant, And Trump Represents My Views On Immigration 
http://fdrl.st/bdr",7,139,299,1540656840000,9:14 AM - 27 Oct 2018,/FDRLST/status/1056217458577596416,,October,neutral
