web-scraper-order,web-scraper-start-url,handle,name,content,replies,retweets,favorites,unix_timestamp,published_date,url,
"1556483330-5229","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@Tactical_review","Tactical-reviews.com","It's amazing how nice those signs are that those kids clearly made, they are after all, holding them. If not, it's clearly a lie, and the loony left never lies to push an agenda.
#GunControlNow #GunControl #gunsensepic.twitter.com/wy61llUEPG","13","15","49","1522576380000","2:53 AM - 1 Apr 2018","/Tactical_review/status/980382512680787968","null"
"1556483330-5239","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@SharylAttkisson","Sharyl Attkisson 🕵️‍♂️","Editorials/commentaries such as this one on NBC were ""must runs"" as part of the news that all of the network's stations and affiliates were required to run as part of the nightly network news. (Coincidentally, this one is about gun control). https://www.youtube.com/watch?v=_vtz_On1S44 …","42","84","95","1522558091000","9:48 PM - 31 Mar 2018","/SharylAttkisson/status/980305803621076992","null"
"1556483330-5238","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@SafetyPinDaily","SafetyPin-Daily","Why Focusing on People of Color Will Help the Movement for Gun Control Succeed || by; Sonali Kolhatkar https://goo.gl/noEG1U","","19","26","1522559895000","10:18 PM - 31 Mar 2018","/SafetyPinDaily/status/980313371831623681","null"
"1556483330-5179","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@tbakersimmons","Tracey Baker-Simmons","#GunControl been needed  https://twitter.com/kharyp/status/980468140462161921 …","3","18","30","1522612086000","12:48 PM - 1 Apr 2018","/tbakersimmons/status/980532275480739840","null"
"1556483330-5023","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@DancingTheMind","Dr Lauren Gavaghan","America’s answer to gun crime. 

Wear a clear backpack. 

#GunControlNow #guncontrol #NeverAgainhttps://twitter.com/xo_karmin_ox/status/980832580156223491 …","2","9","21","1522737268000","11:34 PM - 2 Apr 2018","/DancingTheMind/status/981057326496002048","null"
"1556483330-4899","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@brookehouts","Brooke Houts","No one is safe. I'm sorry but I guess @POTUS is is waiting until every school/concert/business in the country is shot up to take action. WE HAVE NO TIME LEFT. No one deserves to go through these traumatic events. 

The fact of the matter is, we need gun control NOW","2","13","69","1522794451000","3:27 PM - 3 Apr 2018","/brookehouts/status/981297171394805760","null"
"1556483330-5096","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@DeplorREBEL","WireTapped 🌴Latina","#oklahomateacherwalkout
Quick question: If there is such poor school funding, why were precious funds blown on gun control marches?","13","80","201","1522694230000","11:37 AM - 2 Apr 2018","/DeplorREBEL/status/980876812535324672","null"
"1556483330-4880","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@Helenhs","ProfHelen","Think about this for a minute. We are at war with ourselves. #BanAssaultWeapons #GunControl #NeverAgainMSDhttps://twitter.com/nytopinion/status/981307531413934081 …","1","19","23","1522797711000","4:21 PM - 3 Apr 2018","/Helenhs/status/981310843940872193","null"
"1556483330-5257","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@BethBur27302953","Beth Burns","The Flynns should stay out of the gun control debate since convicted felons aren't allowed to own firearms","1","3","95","1522546501000","6:35 PM - 31 Mar 2018","/BethBur27302953/status/980257192518520832","null"
"1556483330-5059","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@Ziggy_Daddy","ZiggyDaddy™","For conservatives, the #BorderWall is not about national security, it's about racism. If conservatives truly cared about national security, they would support #guncontrol.","6","8","24","1522712130000","4:35 PM - 2 Apr 2018","/Ziggy_Daddy/status/980951890786766848","null"
"1556483330-5016","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@jilevin","Jeffrey Levin","Political corruption is underwriting America's gun control nightmare http://bit.ly/2H4L92s","1","17","21","1522752257000","3:44 AM - 3 Apr 2018","/jilevin/status/981120196499902464","null"
"1556483330-5163","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@tinybaby","tinybaby","the technical part is cool though. using sentiment analysis and natural language processing to score tweets about how likely they are to be about gun control, their level of anger, frequency of tweets, etc, so we can prioritize targets for confiscation later","3","4","64","1522626373000","4:46 PM - 1 Apr 2018","/tinybaby/status/980592199803916288","null"
"1556483330-4943","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@debbiediscovers","Deborah Kay","Active shooter at Youtube. As many as 11 injured. Some staff evacuated. #NeverAgain needs to start with gun control. #EndGunViolencehttps://twitter.com/i/moments/981261942710038528 …","1","11","20","1522790016000","2:13 PM - 3 Apr 2018","/debbiediscovers/status/981278565739069440","null"
"1556483330-4893","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@periwinklesoph","soph","we don't need thoughts and prayers we need gun control we don't need thoughts and prayers we need gun control we don't need thoughts and prayers we need gun control we don't need thoughts and prayers we need gun control we don't need thoughts and prayers we need gun control","1","49","260","1522794935000","3:35 PM - 3 Apr 2018","/periwinklesoph/status/981299199063896064","null"
"1556483330-5228","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@voxdotcom","Vox","Ingraham has apologized to David Hogg. But her comments are part of a broader character assassination campaign against teenage gun control activists. http://bit.ly/2Idoxfp","15","40","140","1522577701000","3:15 AM - 1 Apr 2018","/voxdotcom/status/980388055076032512","null"
"1556483330-5170","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@CPBacon4CO","Chris P. Bacon 🥓","David Hogg, Emma Gonzales, and Cameron Kasky...You Don't Speak for Me

~Stoneman Douglas Students~

Many Students Feel They Are Misrepresented By Famous Classmates

The progressive view
ISN'T the only view

http://dailycaller.com/2018/03/30/marjory-stoneman-douglas-staffer-says-many-students-feel-they-are-being-misrepresented-by-famous-classmates/?utm_medium=social&utm_source=twitter&utm_campaign=site-share …
#Parkland #2A #GunControl #FLpolitics #Copolitics","2","9","11","1522622055000","3:34 PM - 1 Apr 2018","/CPBacon4CO/status/980574088883089408","null"
"1556483330-5153","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@14countries","Dave Old Vietnam Veteran","COMMON SENSE GUN CONTROL - I had an M16 to protect my life!

The simple gun ownership changes won't affect the 2nd Amendment, not one bit.

I do not understand the SCREAMING OF THE NRA or other gun owners. 

Your guns are not going to be taken away. USE YOUR HEAD! Be an American. pic.twitter.com/593xK7xHQD","8","53","85","1522634761000","7:06 PM - 1 Apr 2018","/14countries/status/980627382372634624","null"
"1556483330-4903","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@ManInTheHoody","m i t h","::shooting at YouTube HQ::

People: WE NEED GUN CONTROL!

GOP: Give the employees at youtube rocks and lear laptop bags?

NRA: Everyone needs to have a gun while watching youtube videos.

People: How bout gun control LAWS?

GOP: Interesting....but we're going with the NRA's idea.","38","280","837","1522794130000","3:22 PM - 3 Apr 2018","/ManInTheHoody/status/981295825077678080","null"
"1556483330-5060","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@OklahomaResist","Oklahoma Resistance","@realDonaldTrump avoided the #MarchForOurLives kids who marched for gun control. @GovMaryFallin avoided the teachers today who walked out for school funding. Wake up people! @GOP leaders are cowards and they do not care about our kids!","2","55","69","1522710889000","4:14 PM - 2 Apr 2018","/OklahomaResist/status/980946685856710657","null"
"1556483330-4944","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@flippable_org","Flippable","State governments can break through Congressional gridlock on key issues like gun control, environmental protections and reproductive rights. Spread the word on #WhyStatesMatter 
https://bit.ly/2uP0jqc","","38","54","1522789860000","2:11 PM - 3 Apr 2018","/flippable_org/status/981277914015633409","null"
"1556483330-5139","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@voxdotcom","Vox","Congress’s inaction on guns over the past few years is not due to the unpopularity of gun control measures. https://twitter.com/i/web/status/979466994692100096 …","4","18","55","1522647901000","10:45 PM - 1 Apr 2018","/voxdotcom/status/980682494327521281","null"
"1556483330-5036","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@CrimeResearch1","CrimeResearch","What gun control advocates don't understand about mass public shootings and gun-free zones https://crimeresearch.org/2018/04/gun-control-advocates-dont-understand-mass-public-shootings-gun-free-zones/ …","1","23","30","1522721904000","7:18 PM - 2 Apr 2018","/CrimeResearch1/status/980992885876146176","null"
"1556483330-5000","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@ChangeTheRef","Change the Ref","People who are crazy enough to think they can change the world, are the ones who do.
#changetheref #msdstrong #notonemore#neveragain #guncontrol #gunreform#parklandstrong# weneedchange #stopthevoilence #whatif #enough#bethechangeyouwanttoseeintheworld#gunsafetypic.twitter.com/858wLGegxV","37","270","970","1522763017000","6:43 AM - 3 Apr 2018","/ChangeTheRef/status/981165325386375169","null"
"1556483330-5177","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@Sal_DiCiccio","Sal DiCiccio","Absolutely must be fake news. According to the media people sing Kumbaya in the streets of places with strict gun control laws. London just like every city in Mexico has strict gun control laws. London murder rate overtakes New York's - BBC News US” https://apple.news/AwdoBh4vQSLaRLcfZCda6Mg …","8","22","45","1522614943000","1:35 PM - 1 Apr 2018","/Sal_DiCiccio/status/980544260280868864","null"
"1556483330-4958","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@Davis_Hammet","Davis Hammet","Oh hey looks it’s the NRA lobbyist chatting with the Chair who has tons of control over the gun bills in Conference Committee. Lots of laughter, what buddies. #kslegpic.twitter.com/EBdr5GaDRX","2","16","20","1522787965000","1:39 PM - 3 Apr 2018","/Davis_Hammet/status/981269967327956993","null"
"1556483330-5037","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@PoliticalEmilia","emilia","I’m saying this bc some people have said stuff like “you don’t tweet about gun control as much anymore??”
I can care about and tweet about other stuff. I didn’t get into politics after the recent shootings, I got into politics years ago. I’ve been on Twitter for almost 2 years.","9","12","147","1522721247000","7:07 PM - 2 Apr 2018","/PoliticalEmilia/status/980990128041574400","null"
"1556483330-5190","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@RealMuckmaker","Muckmaker™","Bayer 16th Co. to Drop Ingraham As Gun Control Issue Looms in Midterms https://www.politicususa.com/2018/04/01/bayer-16th-co-to-drop-ingraham-as-gun-control-issue-looms-in-midterms.html …","11","113","209","1522606613000","11:16 AM - 1 Apr 2018","/RealMuckmaker/status/980509321699012608","null"
"1556483330-5126","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@Shoq","Shoq Value","One ultra-right wing broadcasting company is literally abusing our public airwaves by brazenly pushing radical conservative views and a White House propaganda, and a radical Congress & DoJ are about to let them control 77% of local TV.  

And you thought guns were a problem?","1","18","31","1522673497000","5:51 AM - 2 Apr 2018","/Shoq/status/980789850524831745","null"
"1556483330-5110","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@SafetyPinDaily","SafetyPin-Daily","This gun control advocate hoped to win a seat in the Statehouse. After Parkland, she's thinking bigger. | via @MotherJoneshttps://www.motherjones.com/politics/2018/04/this-gun-control-advocate-hoped-to-win-a-seat-in-the-statehouse-after-parkland-shes-thinking-bigger/ …","1","41","49","1522685954000","9:19 AM - 2 Apr 2018","/SafetyPinDaily/status/980842098810290176","null"
"1556483330-5218","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@ian_mckelvey","Ian McKelvey","I find this very interesting. You propose rubber bullets as a compromise on gun control. 

Rubber bullets would handicap law abiding gun owners while giving an extreme advantage to criminals who would surely exploit the lethality of regular ammunition.

No thank you. https://twitter.com/dookofweaselton/status/980419401169145856 …","5","9","32","1522588520000","6:15 AM - 1 Apr 2018","/ian_mckelvey/status/980433434395987968","null"
"1556483330-5136","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@1RealLori","Lori","Those Liberal Politicians calling for Gun Control of Legally owned Law abiding citizens 

Are the same Liberal Politicians fighting hard for illegal immigrants 

American Citizens 
If you want more rights than illegals 
.#VoteThemAllOutpic.twitter.com/DPR8DaANTJ","6","150","158","1522657007000","1:16 AM - 2 Apr 2018","/1RealLori/status/980720688284819457","null"
"1556483330-4921","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@speechboy71","Michael Cohen","If gun ownership was regulated the same way that driving is regulated, gun control advocates would be overjoyed","14","14","116","1522792428000","2:53 PM - 3 Apr 2018","/speechboy71/status/981288682480160784","null"
"1556483330-4922","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@JennuButler","Jenny","Went to another State. Gun Control will only ever work if implemented at a Federal level.","7","8","129","1522792415000","2:53 PM - 3 Apr 2018","/JennuButler/status/981288631624241152","null"
"1556483330-5154","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@NeverAgainPenn","Pennridge 225","This is why we teens are finally participating in the conversation about gun control. #NeverAgain #Pennridge225http://www.mcall.com/opinion/yourview/mc-students-gun-safety-anna-sophie-tinneny-0401-20180331-story.html …","4","24","111","1522634368000","6:59 PM - 1 Apr 2018","/NeverAgainPenn/status/980625732631228423","null"
"1556483330-5225","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@thehill","The Hill","NEW: Dems pledge to embrace gun control heading into midterm elections http://hill.cm/raGv0rh pic.twitter.com/kRXjoNs1z6","18","67","179","1522581366000","4:16 AM - 1 Apr 2018","/thehill/status/980403427065892864","null"
"1556483330-5241","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@AltUSPressSec","Alt. U.S. Press Sec.","1. This account has multiple operators.
2. The #AltGov varies across the political spectrum.
3. There are Democrats, liberals, and progressives, including myself who are Christian. There are gun owners who believe in extensive gun control.","3","6","63","1522557376000","9:36 PM - 31 Mar 2018","/AltUSPressSec/status/980302806337966080","null"
"1556483330-4920","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@jaureguiswiftt","chloe  🐝","why do Americans need guns? it’s dumb as f*** they need strict gun control it’s pathetic how many shootings there has been","6","5","74","1522792658000","2:57 PM - 3 Apr 2018","/jaureguiswiftt/status/981289649455890433","null"
"1556483330-4941","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@amandapalmer","Amanda Palmer","GUN. CONTROL. NOW. politicize. or we stay in this mess. #GunControlNowhttps://twitter.com/mmpadellan/status/981274212924055552 …","2","26","183","1522790485000","2:21 PM - 3 Apr 2018","/amandapalmer/status/981280534356672512","null"
"1556483330-5147","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@Rob_Rogers","Rob Rogers","Bully cartoon: http://blogs.post-gazette.com/opinion/rob-rogers-cartoons/49448-bully … #NRA #AssaultWeapons #Enough #ParklandStudents #MarchForOurLives #GunControl pic.twitter.com/jfSMcV8gJl","2","95","212","1522639117000","8:18 PM - 1 Apr 2018","/Rob_Rogers/status/980645652345614341","null"
"1556483330-5246","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@HarryLime3","Harry Lime","@Lauren_Southern There is a petition to scrap/halt Bill C-71 a gun control bill by the Federal Liberal Gov't. We could use as much attention to this. and if we could surpass petition E-616 (electoral reform) it would at least send a message.

https://petitions.ourcommons.ca/en/Petition/Details?Petition=e-1608 …","4","59","109","1522552700000","8:18 PM - 31 Mar 2018","/HarryLime3/status/980283193764007937","null"
"1556483330-5080","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@mirandayaver","Miranda Yaver","Actually, you buffoons at the NRA are the ones who have no idea what you are talking about. I teach US Constitutional Law and will challenge any of you to a debate on the 2nd Amendment and the constitutional permissibility of gun control.","1.1K","23","74","1522700611000","1:23 PM - 2 Apr 2018","/mirandayaver/status/980903574644363264","null"
"1556483330-5028","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@ricklevy67","Au Purrr , The ResistaCat","Political Corruption By @realDonaldTrump @GOP And #Republicans Is Underwriting America’s Gun Control Nightmare https://www.alternet.org/human-rights/political-corruption-underwriting-americas-gun-control-nightmare … @randlight @nobby15 @RBJRON @lynlinking @LadyPoop2 @BellaFlokarti @krassenstein @NetflixMulhouse @funder @WhteRbbnAdvocat @WgarNews #uspoli","","11","12","1522729875000","9:31 PM - 2 Apr 2018","/ricklevy67/status/981026318513881089","null"
"1556483330-5232","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@Freeyourmindkid","🇹🇹Black 🇭🇹Aziz 🇳🇬aNANsi 🇯🇲","Congress wouldn't even pass gun control under him after a bunch of kids got shot https://twitter.com/kabeloWaka2/status/980333009244213248 …","4","6","32","1522564799000","11:39 PM - 31 Mar 2018","/Freeyourmindkid/status/980333940375474177","null"
"1556483330-4947","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@DBloom451","Boston 🇺🇸Bobblehead","Why won't ""active shooters,"" like the one at gun-free zone YouTube in #GunControl California, listen to the #ParklandStudents?

After all, they're ""Changing the World!""pic.twitter.com/zwDtXnxyHr","4","11","36","1522789408000","2:03 PM - 3 Apr 2018","/DBloom451/status/981276016000815104","null"
"1556483330-5271","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@dcexaminer","Washington Examiner","Ted Nugent: ""Irrefutable evidence"" shows Parkland survivors pushing gun control ""have no soul"" https://washex.am/2pWfF7l pic.twitter.com/1PNd7J5ZHd","3","3","16","1522541464000","5:11 PM - 31 Mar 2018","/dcexaminer/status/980236066358747136","null"
"1556483330-5085","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@vicenews","VICE News","Why the best hope for gun control isn't Congress — it's with the states http://bit.ly/2pZ35Ef","1","8","29","1522697084000","12:24 PM - 2 Apr 2018","/vicenews/status/980888784106676224","null"
"1556483330-5180","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@RobertVorlon1","🇺🇸Vorlon1 🇨🇦","The crux of the argument in that article is the kids are being arrogant (uppity?) and showing ""entitlement"" by saying things very bluntly about gun control that the author doesn't like. They are merely seeking publicity and the parents are like bad stage parents. I call BS.","1","2","66","1522611998000","12:46 PM - 1 Apr 2018","/RobertVorlon1/status/980531907464179718","null"
"1556483330-5273","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@Glorfindel2","Samuel Adams","This is good. They did a survey on the ground of the ""student-led gun control marchers"" in DC to find out who was there. Here's the results!

1) 73% of marchers were previous protesters.
2) 90% of marchers were over 18 years old.
3) The average age of marcher was 49.

continued","3","16","15","1522541236000","5:07 PM - 31 Mar 2018","/Glorfindel2/status/980235109172465666","null"
"1556483330-5009","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@CaraMarantz1","cara marantz","She’d be married to gun control activist who thinks tampons are way overpriced. I think that’s the ideal man for anyone.","5","6","377","1522759770000","5:49 AM - 3 Apr 2018","/CaraMarantz1/status/981151706766594048","null"
"1556483330-5013","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@tamboyce","Dr Tammy Boyce","""The Koch brothers have been major financial supporters of the #NRA because it so reliably turns out right-wing voters on election day"" excellent by Adam Hochschild in @nybooks #GunControl http://www.nybooks.com/articles/2018/04/05/guns-bang-for-the-buck/ …","1","13","18","1522757312000","5:08 AM - 3 Apr 2018","/tamboyce/status/981141399100944384","null"
"1556483330-5155","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@belannaresists","B’Elanna Torres","Amazing article about Repub push for gun control in Florida!  What a refreshing opp for bipartisan cooperation! Thank you @AmForGunSafety. 1/http://www.tampabay.com/florida-politics/buzz/2018/03/30/the-man-who-helped-build-parkland-now-wants-to-help-build-support-for-gun-control/ …","2","23","38","1522634195000","6:56 PM - 1 Apr 2018","/belannaresists/status/980625008702771200","null"
"1556483330-5223","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@joncoopertweets","Jon Cooper","Democrats are vowing to embrace gun control on the campaign trail this year, seizing on what they view as a shift in political winds while recognizing that Congress is unlikely to pass any new reforms before November.
#NeverAgainhttp://thehill.com/homenews/campaign/380918-dems-turn-sights-to-gun-control-in-midterms …","4","52","105","1522581859000","4:24 AM - 1 Apr 2018","/joncoopertweets/status/980405493897334784","null"
"1556483330-5075","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@Rambobiggs","Joe Biggs","But...but...muh gun control  http://www.baltimoresun.com/news/opinion/oped/bs-ed-op-baltimore-census-20180330-story.html …","9","16","60","1522703717000","2:15 PM - 2 Apr 2018","/Rambobiggs/status/980916605017313282","null"
"1556483330-5011","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@nytimes","The New York Times","The Second Amendment is just 27 words long, but it is at the heart of contentious debates on gun control. Why is the Supreme Court reluctant to clarify it? https://nyti.ms/2H6zL6l","48","69","185","1522758603000","5:30 AM - 3 Apr 2018","/nytimes/status/981146812085129218","null"
"1556483330-5048","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@witchyactivist","lex","Aaaand just another friendly reminder I’m allowed to tweet about other issues besides gun control. Thanks for your time","15","36","584","1522717444000","6:04 PM - 2 Apr 2018","/witchyactivist/status/980974177250430976","null"
"1556483330-5145","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@DaPholosopher","The Pholosopher  💛","#GunControl is #GunViolence against peaceful people. #AbolishTheATF #RepealTheNFA #GunControlNow ? #GunControlNever ! #LetPeopleBeFreepic.twitter.com/sZWqwOc1mn","1","16","51","1522642013000","9:06 PM - 1 Apr 2018","/DaPholosopher/status/980657796822765568","null"
"1556483330-5264","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@MOCon_HQ","MOCon","Claire McCaskill @clairecmc 
Has voted for several #2A restrictions while in office.

Josh Hawley @HawleyMO 
Says that congress ""should have acted long ago"" on gun control measures. 

Austin Petersen @AP4Liberty 
Staunch supporter of #2A, has raffled off multiple AR-15s.

#MOSen","13","49","149","1522543584000","5:46 PM - 31 Mar 2018","/MOCon_HQ/status/980244957209550849","null"
"1556483330-5186","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@TenthAmendment","TenthAmendmentCenter","Sitting back and playing defense on the right to keep and bear arms is the wrong strategy. For us, the way forward is to defend the #2ndAmendment - by working to #nullify all federal #guncontrol already on the books.

via @TJMartinell http://bit.ly/2bOuCDz 

#2A #gunrights #tlotpic.twitter.com/49AYnM8jEI","1","28","38","1522609202000","12:00 PM - 1 Apr 2018","/TenthAmendment/status/980520178407546881","null"
"1556483330-5209","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@Shareblue","Shareblue Media","NRA-backed lawmaker caught lying about support for gun control https://shareblue.com/mia-love-nra-gun-control/ …","2","58","50","1522593606000","7:40 AM - 1 Apr 2018","/Shareblue/status/980454763442696192","null"
"1556483330-5189","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@guarinolm","Linda Willis-Guarino 🌊 🐾 ❄️ 🍎","Yes... thanks for praying for those people you screwed through your phony tax reform plan, messing with health care, and zero support for gun control!  Are you proud of yourself?","1","35","252","1522606688000","11:18 AM - 1 Apr 2018","/guarinolm/status/980509636137766912","null"
"1556483330-5043","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@guypbenson","Guy Benson","""What’s more insidious, local anchors reading a canned message inviting viewers to complain if they see bias or CNN anchors turning into a gun-control Super PAC?"" https://hotair.com/archives/2018/04/02/great-sinclair-broadcasting-kerfuffle/ …","30","271","706","1522719605000","6:40 PM - 2 Apr 2018","/guypbenson/status/980983244542922757","null"
"1556483330-5046","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@reason","reason","Kids who want gun control, meet backpack control.
 http://reason.com/blog/2018/04/02/stoneman-douglas-transparent-backpacks …","20","93","235","1522719240000","6:34 PM - 2 Apr 2018","/reason/status/980981712829198340","null"
"1556483330-4962","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@CivilAdvantage1","Rod Giltaca","SHARE THIS!!!! The Liberals promised no new gun registry. So they're delivering 2/3's of it. Call Ralph Goodale and tell him you don't need to be further regulated because they can't control gangs. 306.585.2202 
The CCFR supports all legislation... https://www.facebook.com/Civil.Advantage/posts/10156230005627433 …","2","42","42","1522784639000","12:43 PM - 3 Apr 2018","/CivilAdvantage1/status/981256013583208448","null"
"1556483330-4945","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@shu74","David Shuman","End gun free zones, california has the strictest gun control.  Try fixing the issues this time and not blaming guns?","49","101","853","1522789792000","2:09 PM - 3 Apr 2018","/shu74/status/981277628240932864","null"
"1556483330-5181","https://twitter.com/search?l=&q=gun%20control%20since%3A2018-04-01%20until%3A2018-04-04&src=typd&lang=en","@RealJack","Jack Murphy","Why won’t @davidhogg111 debate @KyleKashuv on gun control?

Hogg’s handlers know it won’t go down very well?

Figures. He talks a big game full of insults and attacks but doesn’t back it up with facts.

No wonder he’s such a great Democrat!","70","501","1.2K","1522610409000","12:20 PM - 1 Apr 2018","/RealJack/status/980525242895470593","null"
